,Presion,Tonelaje,Velocidad,%Solidos,Potencia,F80,Brazo,picos_intens
2623,6110.2,3592.57,8.93,77.2,11788.34,83.72,2.15,0.0
2624,6028.9,3496.03,8.85,78.5,10765.66,56.98,2.01,0.0
2625,6181.0,3708.16,8.72,74.21,10589.45,61.48,1.96,0.0
2626,5682.0,2506.32,8.69,78.44,10951.56,36.78,2.23,0.0
2627,6029.95,2999.21,8.94,75.96,11338.72,56.17,2.1,0.0
2628,6091.5,3000.82,8.63,76.75,10615.55,54.41,2.04,0.0
2629,6077.86,3488.43,9.34,74.99,13872.24,79.63,2.45,0.0
2630,5960.98,3199.94,8.87,74.61,10761.93,51.52,2.03,0.0
2631,6092.25,3213.21,8.73,73.86,11798.23,49.51,2.23,0.0
2632,6061.5,4176.58,8.91,75.78,11822.7,45.24,2.18,0.0
2633,6056.58,3502.03,9.33,74.74,13816.65,79.56,2.43,0.0
2634,5916.98,3417.16,8.7,74.05,12088.48,70.54,2.34,0.0
2635,6096.76,3107.46,8.83,75.14,10670.85,58.02,1.99,1.0
2636,5987.07,3186.52,8.92,74.86,10826.68,52.88,2.04,0.0
2637,6079.58,3033.64,8.63,76.91,10571.42,54.83,2.01,0.0
2638,6116.5,2894.19,9.13,69.66,14454.68,69.64,2.59,0.0
2640,6078.54,3068.7,9.33,72.99,14377.28,77.67,2.54,0.0
2641,5971.73,3746.24,9.34,75.52,13152.97,71.02,2.35,0.0
2642,6091.5,3013.57,8.63,77.02,10671.48,54.74,2.03,0.0
2643,6066.0,3509.74,9.34,74.98,13836.82,79.78,2.44,0.0
2644,6153.9,3093.59,8.92,81.41,12182.28,64.32,2.21,0.0
2645,5761.42,4268.21,8.78,83.31,9907.72,45.98,1.97,0.0
2646,6080.96,3648.95,8.93,77.64,11002.63,62.96,2.04,0.0
2647,6059.24,3491.96,9.34,74.83,13783.54,79.78,2.44,0.0
2648,6123.69,3724.79,8.79,73.35,10895.88,69.73,2.03,0.0
2649,6091.5,2991.85,8.63,76.83,10570.77,54.47,2.02,0.0
2650,5996.55,3058.78,8.93,76.28,11002.07,50.53,2.06,0.0
2651,5982.32,3749.16,9.34,75.75,13204.16,72.52,2.36,0.0
2652,6140.59,3365.15,8.93,74.94,11925.74,64.92,2.18,0.0
2653,6053.85,3887.98,8.93,78.26,10835.29,82.52,2.0,0.0
2654,6010.88,3889.99,8.73,76.87,10408.37,51.03,1.97,0.0
2655,6033.21,3517.34,8.86,77.69,10754.45,59.23,2.01,0.0
2656,6081.67,3529.08,9.34,74.83,13897.57,80.04,2.45,0.0
2657,6101.61,3111.14,8.83,75.07,10819.97,55.37,2.0,1.0
2658,6078.01,3051.26,9.32,73.24,14297.56,77.99,2.51,0.0
2659,6075.54,3487.75,9.34,74.78,13880.68,79.55,2.45,0.0
2660,5895.26,3367.28,8.7,73.79,11925.84,66.2,2.32,0.0
2661,6089.41,3191.35,8.73,73.81,11724.35,49.15,2.22,0.0
2662,5973.52,3734.66,9.34,74.86,13134.57,77.35,2.35,0.0
2663,5982.0,3356.27,8.64,78.14,10755.76,43.9,2.07,0.0
2664,5893.5,2571.58,8.93,70.22,12746.89,72.62,2.42,0.0
2665,6115.86,2896.53,9.13,70.06,14421.37,69.93,2.57,0.0
2666,6031.0,3510.78,9.33,74.89,13817.72,75.34,2.46,0.0
2667,6034.66,3404.05,9.33,74.57,13845.19,75.45,2.44,0.0
2668,6146.91,3359.3,8.94,75.3,11967.56,64.67,2.17,0.0
2669,6090.1,3197.12,8.73,74.18,11792.84,49.23,2.22,0.0
2670,6103.5,3118.51,8.83,75.21,10741.54,58.52,2.0,1.0
2671,5895.76,3176.4,8.72,79.01,11754.7,51.72,2.26,0.0
2672,5959.04,3197.33,8.87,74.9,10793.51,49.72,2.05,0.0
2673,6122.46,3712.97,8.79,76.37,10832.09,69.72,2.01,0.0
2674,6042.6,3603.03,9.33,73.12,13635.94,63.33,2.41,0.0
2675,6084.0,3080.65,9.33,73.9,14336.72,76.38,2.53,0.0
2676,6054.45,3484.06,9.33,74.95,13849.29,80.33,2.45,0.0
2677,6109.92,3703.09,8.79,77.63,10924.6,68.64,2.04,0.0
2678,6068.49,3315.79,8.93,77.82,11789.93,39.7,2.18,0.0
2679,6094.91,3187.87,8.72,74.36,11815.7,49.87,2.21,0.0
2680,6255.22,4098.16,8.63,76.93,12164.34,42.21,2.26,0.0
2681,5960.2,3191.85,8.87,74.83,10781.81,50.82,2.05,0.0
2682,6091.1,3202.39,8.72,74.16,11785.22,49.54,2.21,0.0
2683,5973.71,3752.48,9.34,75.23,13214.08,78.53,2.37,0.0
2685,5959.81,3177.95,8.87,75.03,10800.33,50.33,2.04,0.0
2686,6064.12,3357.05,8.93,78.44,11794.72,38.82,2.18,0.0
2687,5860.45,2685.05,8.93,69.98,12327.98,69.58,2.36,0.0
2688,6122.72,3112.42,8.83,76.92,10897.99,71.19,2.03,1.0
2689,6069.84,3726.02,8.71,77.64,10674.59,62.31,2.02,0.0
2690,5952.5,2515.78,8.03,78.03,10463.55,38.06,2.18,0.0
2691,5874.5,2913.0,8.52,76.25,10121.0,57.46,2.03,1.0
2692,6009.61,3899.75,8.72,76.92,10364.15,51.52,1.99,0.0
2693,6089.4,3020.66,8.64,76.95,10645.25,55.08,2.0,0.0
2694,6061.73,3529.47,9.33,74.87,13854.49,81.48,2.46,0.0
2695,5913.22,3291.88,8.79,75.17,12333.94,72.28,2.38,0.0
2696,6280.02,3485.96,8.94,75.71,13118.9,81.15,2.34,0.0
2697,6158.68,3415.18,9.34,73.04,14663.83,80.93,2.56,0.0
2698,6027.36,3504.36,8.86,78.2,10769.82,56.07,2.02,0.0
2699,6176.87,4061.43,8.61,76.78,11930.1,38.19,2.25,0.0
2701,6039.67,3551.29,8.92,79.14,11476.01,52.97,2.15,0.0
2702,5993.65,3021.55,8.94,75.51,11118.39,50.4,2.07,0.0
2703,6030.57,3533.65,8.85,77.71,10784.05,57.12,2.02,0.0
2704,6026.0,3461.68,9.02,77.96,13350.49,57.28,2.46,0.0
2705,6025.28,3647.16,8.72,76.93,10581.15,83.53,2.01,0.0
2706,6069.39,2986.86,8.94,76.01,11706.74,55.34,2.15,0.0
2707,6025.16,3684.47,8.72,76.88,10625.88,83.32,2.01,0.0
2708,5783.14,2789.09,8.91,81.48,9699.09,57.72,1.88,0.0
2709,5973.91,3750.0,9.34,74.89,13207.48,78.49,2.37,0.0
2710,6026.27,3590.64,9.33,72.59,13510.24,65.15,2.39,0.0
2711,6149.3,2678.24,9.32,69.27,15211.46,72.41,2.64,0.0
2712,5921.5,3428.15,8.7,73.62,11931.29,70.36,2.33,0.0
2713,6148.98,3095.03,8.84,76.85,10953.08,77.4,2.03,1.0
2715,5860.24,2704.73,8.93,69.87,12396.84,70.37,2.37,0.0
2716,6062.0,3596.99,8.94,77.54,10900.82,80.9,2.01,0.0
2717,5759.14,4200.65,8.78,84.36,9882.44,45.72,1.94,0.0
2718,6201.38,4095.35,8.61,76.69,12002.26,38.94,2.24,0.0
2719,6081.0,2966.89,8.63,74.06,10223.17,51.03,1.96,1.0
2720,6072.97,3100.9,9.33,73.35,14035.74,78.49,2.48,0.0
2721,6088.73,3659.54,8.93,78.32,11001.32,63.11,2.01,0.0
2722,5789.94,2863.76,8.59,80.49,9280.06,72.24,1.86,0.0
2723,6048.68,3569.76,8.92,78.81,11625.83,52.93,2.16,0.0
2724,6033.0,3491.87,8.86,77.71,10772.08,59.36,2.02,0.0
2725,6062.5,3360.67,8.93,77.77,11763.27,39.4,2.17,0.0
2726,6055.25,3487.02,9.33,74.76,13810.47,80.26,2.45,0.0
2727,6157.55,3401.86,9.34,73.36,14670.34,81.4,2.55,0.0
2728,6036.46,3848.23,8.73,76.69,10495.09,52.12,2.0,0.0
2729,6055.16,2995.87,8.93,75.96,11617.75,54.61,2.15,0.0
2730,6105.5,3089.14,8.84,75.3,10812.73,54.56,2.0,1.0
2731,5976.1,3738.88,9.34,74.98,13142.02,71.48,2.37,0.0
2732,5981.0,3446.81,8.88,78.3,11192.41,70.06,2.11,0.0
2733,6111.8,3497.13,9.34,74.84,13983.13,79.37,2.45,0.0
2734,5991.5,2555.59,8.58,77.76,11372.29,67.36,2.21,0.0
2735,6105.0,3103.15,8.83,74.99,10690.55,56.0,1.98,1.0
2736,6104.99,3545.04,8.93,76.87,11712.17,82.36,2.14,0.0
2737,6012.35,3189.69,8.91,74.79,11127.72,55.41,2.08,0.0
2738,6089.27,3221.86,8.72,74.0,11770.69,49.14,2.22,0.0
2739,6102.07,2836.09,9.33,71.09,14568.9,80.21,2.57,0.0
2740,6006.24,4356.05,8.98,80.79,11089.6,46.2,2.07,0.0
2741,6033.0,3490.9,8.86,77.77,10779.25,59.76,2.03,0.0
2742,6150.5,3484.88,9.33,74.73,14454.75,79.26,2.52,0.0
2743,6031.19,3846.52,8.73,76.87,10425.55,52.62,1.97,0.0
2744,6111.37,3106.09,8.92,80.88,11923.86,63.34,2.18,0.0
2745,6098.62,3073.74,8.84,75.15,10659.19,58.45,1.99,1.0
2746,6052.04,3489.31,9.33,74.84,13849.81,80.2,2.46,0.0
2747,5961.32,2225.03,8.43,78.34,11234.26,42.09,2.23,0.0
2748,6077.84,3042.29,9.32,73.13,14297.92,78.27,2.52,0.0
2750,5890.5,3376.02,8.7,74.12,11937.24,65.74,2.32,0.0
2751,6033.81,3393.43,9.33,74.5,13843.29,75.53,2.46,0.0
2752,5991.5,2528.39,8.58,77.7,11332.41,67.1,2.21,0.0
2753,6071.16,3329.48,8.72,76.69,10910.64,63.86,2.05,0.0
2754,5986.1,3347.14,8.65,78.25,10822.56,43.11,2.09,0.0
2755,6103.5,3110.23,8.83,75.0,10713.83,56.05,1.99,1.0
2756,6113.18,3108.72,8.83,77.68,10882.15,67.44,2.01,1.0
2757,6088.44,3706.44,8.79,77.73,10793.09,67.54,2.02,0.0
2758,6060.95,3682.77,8.7,77.42,10674.77,62.79,2.02,0.0
2760,5964.3,3200.57,8.88,75.17,10810.37,52.02,2.03,0.0
2761,6031.0,3507.24,9.33,75.04,13807.33,75.33,2.45,0.0
2762,6110.45,3403.35,9.34,73.31,14312.1,79.2,2.51,0.0
2763,6094.14,3202.06,8.73,74.02,11735.93,50.33,2.2,0.0
2764,6142.63,3116.01,8.83,76.81,10950.67,76.98,2.02,1.0
2765,6033.1,3511.57,8.86,77.76,10777.53,59.33,2.02,0.0
2766,6104.34,3098.57,8.83,74.88,10706.32,59.18,2.0,1.0
2767,6050.48,3325.62,8.94,79.11,11781.66,41.16,2.18,0.0
2768,6093.38,2988.7,8.63,77.25,10662.64,54.5,2.02,0.0
2769,6141.73,2708.57,9.03,70.27,14732.93,86.58,2.66,0.0
2770,6071.57,2998.61,8.94,76.09,11769.7,55.87,2.17,0.0
2771,6031.5,3633.81,8.72,76.61,10596.46,83.74,2.02,0.0
2772,6044.26,3642.52,8.72,76.8,10619.45,80.07,2.02,0.0
2773,6090.11,3221.63,8.72,73.95,11749.15,49.48,2.22,0.0
2774,5884.0,3385.62,8.7,74.11,11883.09,65.78,2.33,0.0
2775,6051.38,3341.76,8.94,77.7,11791.27,42.33,2.18,0.0
2776,6111.0,3724.66,8.72,80.12,10681.25,61.91,2.01,0.0
2777,6027.39,3505.81,9.02,77.9,13357.84,57.51,2.47,0.0
2778,6113.86,3388.11,9.34,73.46,14364.87,79.59,2.52,0.0
2780,6031.0,3517.64,9.33,74.77,13774.47,75.3,2.45,0.0
2781,6195.79,3334.67,8.94,74.97,11041.39,62.99,2.0,0.0
2782,5980.56,3419.7,8.88,77.95,11234.73,73.4,2.11,0.0
2783,5908.0,3438.68,8.7,73.55,12115.84,67.36,2.35,0.0
2784,6112.23,3391.83,9.34,72.79,14380.98,78.83,2.5,0.0
2785,6091.5,3009.68,8.63,76.73,10660.81,54.94,2.03,0.0
2786,6097.35,3705.19,8.78,77.33,10882.79,67.8,2.04,0.0
2787,6021.0,5.08,8.72,4.8,10947.52,59.8,2.07,1.0
2788,6056.31,3482.89,9.33,74.84,13843.76,81.41,2.45,0.0
2790,6139.81,2686.47,9.33,69.68,15078.99,71.7,2.64,0.0
2792,6152.5,3702.47,8.72,73.42,10508.06,61.41,1.97,0.0
2793,6071.06,3310.59,8.72,76.78,10933.01,63.55,2.06,0.0
2794,6352.97,3483.0,8.63,74.16,12470.22,39.35,2.29,0.0
2795,5865.17,3402.66,8.7,74.2,11623.07,66.42,2.28,0.0
2796,6018.54,3899.88,8.72,77.1,10357.02,52.6,1.97,0.0
2797,6063.25,3508.65,9.34,74.88,13830.02,79.59,2.44,0.0
2799,6041.34,3597.24,9.33,73.27,13689.71,64.81,2.43,0.0
2800,5908.11,2581.43,8.93,70.39,12762.83,77.77,2.43,0.0
2802,6095.07,3703.97,8.78,77.37,10830.0,67.89,2.03,0.0
2803,6057.28,3718.92,8.68,77.13,10618.99,63.65,2.02,0.0
2804,6041.67,3541.15,8.92,79.06,11550.86,52.77,2.15,0.0
2805,5963.18,3208.37,8.89,74.77,10754.72,52.02,2.03,0.0
2806,6105.0,3082.46,8.84,75.06,10779.47,54.9,1.99,1.0
2807,6092.12,3201.64,8.72,74.11,11812.45,49.3,2.21,0.0
2808,6010.37,3887.11,8.73,76.84,10337.99,51.31,1.98,0.0
2809,5917.8,3414.61,8.7,74.32,12033.76,70.56,2.35,0.0
2810,6101.24,3191.27,8.72,73.85,11744.11,49.96,2.22,0.0
2811,6106.83,3558.21,8.93,77.1,11641.12,82.13,2.13,0.0
2812,6093.35,3225.21,8.73,74.09,11702.45,49.43,2.21,0.0
2813,6031.72,3430.32,9.33,74.41,13743.59,75.34,2.46,0.0
2814,6055.19,3518.12,9.33,74.77,13850.7,80.55,2.45,0.0
2815,5973.97,3280.5,8.94,76.76,10889.91,54.36,2.04,0.0
2816,6050.95,3368.47,8.94,77.76,11838.36,43.07,2.19,0.0
2817,6057.91,3510.11,9.33,74.87,13767.72,79.77,2.45,0.0
2818,6041.01,3557.09,8.92,79.05,11547.21,52.82,2.15,0.0
2819,6038.5,3509.87,8.86,77.84,10931.84,60.25,2.02,0.0
2820,6089.52,3696.23,8.78,77.6,10861.2,68.03,2.02,0.0
2821,6148.6,3413.93,9.34,72.36,14619.73,81.06,2.54,0.0
2822,6088.0,3407.54,9.33,73.35,13974.16,78.67,2.49,0.0
2823,5902.46,2598.7,8.93,70.6,12731.99,72.66,2.42,0.0
2824,5989.55,3361.45,8.67,78.85,10846.11,42.97,2.09,0.0
2825,6068.0,3564.97,8.92,79.26,11629.72,53.32,2.14,0.0
2826,6061.24,3477.45,9.33,74.79,13789.82,81.3,2.44,0.0
2827,6022.42,3863.39,8.72,76.84,10424.18,52.4,1.98,0.0
2828,6105.5,2825.69,9.33,70.82,14550.4,80.19,2.57,0.0
2829,5984.8,3370.9,8.65,77.78,10847.63,42.7,2.09,0.0
2830,6326.56,3385.1,8.94,75.11,11440.07,62.42,2.02,0.0
2831,6068.5,3527.21,9.34,74.86,13827.52,79.81,2.45,0.0
2832,6041.42,3411.37,9.33,74.56,13827.68,76.47,2.46,0.0
2833,6009.1,3864.56,8.72,76.99,10409.21,52.22,1.99,0.0
2834,5859.61,2730.24,8.93,70.04,12303.27,69.15,2.35,0.0
2835,6052.0,3667.16,8.94,77.49,10996.92,62.99,2.04,0.0
2836,5991.68,3339.67,8.67,78.52,10853.88,43.3,2.09,0.0
2837,6068.5,3100.8,9.32,73.3,14213.24,78.17,2.5,0.0
2838,6057.87,3315.99,8.74,77.64,10915.34,60.94,2.05,0.0
2839,6053.06,3893.2,8.93,78.1,10854.23,81.94,2.01,0.0
2840,6115.91,3724.3,8.78,77.42,10954.76,68.92,2.04,0.0
2841,6052.97,3487.01,9.33,75.06,13831.83,80.61,2.44,0.0
2842,6096.12,3721.23,8.78,77.42,10825.55,67.89,2.03,0.0
2843,6059.02,3487.86,9.33,74.88,13837.86,80.92,2.45,0.0
2844,6021.74,3303.52,8.84,76.5,10442.05,77.1,1.96,1.0
2845,5997.21,4378.77,8.98,81.45,11509.77,47.05,2.14,0.0
2846,6150.5,3509.86,9.33,74.85,14455.61,79.25,2.52,0.0
2847,5982.5,4409.2,8.97,80.88,11520.26,47.82,2.14,0.0
2848,5760.0,4218.54,8.78,83.31,9873.27,45.55,1.95,0.0
2849,6174.4,3617.56,8.94,76.76,12237.49,84.62,2.21,0.0
2850,6093.96,2980.28,8.63,78.36,10645.89,54.39,2.03,0.0
2851,6070.61,3301.8,8.72,76.64,10857.31,63.25,2.05,0.0
2852,6039.0,3606.29,9.33,72.95,13682.51,64.55,2.43,0.0
2853,6101.75,3116.76,8.83,75.03,10739.95,55.06,2.0,1.0
2854,5973.66,3743.79,9.34,75.43,13162.54,78.3,2.37,0.0
2855,5790.99,2807.56,8.59,79.66,9224.75,71.82,1.86,0.0
2856,6078.36,3038.42,9.33,73.59,14325.16,77.88,2.52,0.0
2857,6089.5,3653.74,8.93,77.5,10942.48,63.07,2.02,0.0
2858,6051.36,3513.17,9.33,74.67,13879.58,81.24,2.45,0.0
2859,6119.15,2829.86,9.33,70.81,14895.48,73.8,2.62,0.0
2860,6009.36,3879.82,8.72,76.98,10302.01,52.08,1.98,0.0
2861,6117.77,3486.99,9.34,74.89,14132.67,79.7,2.46,0.0
2862,5917.13,3284.66,9.14,74.54,12644.37,61.8,2.33,0.0
2863,6096.5,3496.44,9.34,75.0,13952.56,79.49,2.46,0.0
2864,5967.01,3192.31,8.89,75.0,10868.18,52.54,2.04,0.0
2865,5992.47,2562.31,8.58,78.29,11311.18,67.41,2.21,0.0
2866,6072.75,3504.79,9.34,74.86,13868.74,79.79,2.45,0.0
2867,5993.91,3340.98,8.66,77.76,10842.17,44.15,2.1,0.0
2868,6105.0,3113.25,8.84,74.9,10667.98,56.25,2.0,1.0
2869,6095.88,3121.0,8.83,76.7,10837.99,71.04,2.01,1.0
2870,6113.82,3501.27,9.34,74.87,14067.12,79.42,2.47,0.0
2871,6037.25,3399.04,9.33,74.5,13810.42,75.86,2.45,0.0
2872,6113.5,3732.12,8.78,77.52,10979.59,68.61,2.04,0.0
2873,6099.8,3009.19,8.94,75.64,11730.15,56.44,2.15,0.0
2874,5961.97,3194.28,8.87,75.15,10880.53,50.31,2.05,0.0
2875,5982.0,3374.05,8.64,78.3,10823.39,43.98,2.08,0.0
2876,6196.21,3355.02,8.93,74.85,11081.77,63.55,2.01,0.0
2877,6206.23,4081.47,8.61,76.84,12001.04,38.75,2.25,0.0
2878,6051.69,3501.08,9.33,74.81,13863.55,80.38,2.45,0.0
2879,6096.17,3090.91,8.83,74.73,10786.92,58.03,1.98,1.0
2881,6032.37,3491.38,8.85,78.05,10761.63,57.89,2.02,0.0
2882,6422.31,3498.63,8.63,74.15,12561.91,39.35,2.27,0.0
2883,5783.94,2787.1,8.91,78.21,9647.87,57.63,1.88,0.0
2885,6056.72,3490.06,9.33,74.91,13856.73,80.59,2.45,0.0
2886,6104.5,3125.49,8.84,74.71,10747.85,55.69,1.99,1.0
2887,5973.19,3760.1,9.34,74.84,13148.56,76.88,2.36,0.0
2888,6062.88,3333.89,8.94,77.79,11826.64,42.18,2.19,0.0
2889,6101.39,3737.61,8.78,77.38,10811.06,68.98,2.03,0.0
2890,6148.06,3390.5,9.34,73.47,14591.57,81.3,2.54,0.0
2891,6153.64,3347.27,8.94,75.24,11932.25,64.67,2.17,0.0
2892,6150.5,3475.01,9.33,74.86,14453.85,79.48,2.52,0.0
2893,6081.72,3717.71,8.73,78.19,10626.9,62.12,2.01,0.0
2894,6100.79,3211.03,8.72,73.79,11790.21,50.25,2.22,0.0
2895,6022.18,3263.16,8.84,76.51,10436.41,77.32,1.96,0.0
2896,6033.41,3664.21,8.72,76.83,10608.8,82.71,2.01,0.0
2897,5795.77,2794.43,8.59,79.53,9232.24,69.34,1.86,0.0
2898,6071.09,4132.82,8.92,75.25,11816.27,47.4,2.19,0.0
2899,6105.5,3091.22,8.84,74.9,10698.18,54.86,2.01,1.0
2900,6105.0,3083.26,8.84,74.99,10727.08,54.77,1.99,1.0
2901,6040.9,3580.15,9.33,73.02,13642.21,64.66,2.42,0.0
2902,6010.51,3913.12,8.72,76.96,10332.78,52.32,1.98,0.0
2903,6051.23,3318.56,8.94,77.88,11811.43,43.42,2.17,0.0
2904,6106.23,3552.52,8.93,76.96,11639.61,82.13,2.15,0.0
2905,6141.47,3095.75,8.92,81.21,12029.41,65.76,2.2,0.0
2906,5921.89,3393.88,8.7,73.94,11977.84,69.87,2.33,0.0
2907,5972.49,3776.57,9.34,74.81,13140.8,71.25,2.35,0.0
2908,6141.42,2701.65,9.04,70.24,14636.71,86.11,2.65,0.0
2909,5981.86,3291.04,8.94,76.62,10859.84,54.51,2.03,0.0
2910,5969.35,2706.91,9.34,71.82,13130.46,70.86,2.36,0.0
2911,5974.05,3741.47,9.34,74.68,13130.71,71.19,2.35,0.0
2912,6056.89,3592.95,8.94,78.21,10913.33,80.23,2.01,0.0
2913,6021.43,3285.18,8.84,76.55,10434.2,76.89,1.96,0.0
2914,6053.19,3863.89,8.93,78.03,10912.65,82.01,2.02,0.0
2915,6061.52,2997.73,8.93,75.77,11651.35,55.61,2.16,0.0
2916,6086.97,3666.71,8.93,78.53,11010.96,63.09,2.01,0.0
2917,6094.69,2813.57,9.33,70.89,14636.5,80.66,2.57,0.0
2918,5757.21,4205.48,8.78,83.54,9852.2,44.66,1.95,0.0
2919,6025.45,3618.37,9.33,73.33,13553.32,65.24,2.4,0.0
2922,6115.48,3204.8,8.73,73.86,11803.03,51.89,2.23,0.0
2923,5991.03,2535.79,8.58,77.69,11283.48,63.92,2.2,0.0
2924,6051.16,3334.4,8.94,77.8,11804.97,42.34,2.18,0.0
2925,5973.99,3757.18,9.34,75.05,13224.33,79.07,2.37,0.0
2926,6010.63,3881.9,8.72,76.86,10411.61,51.04,1.99,0.0
2927,6150.5,3505.32,9.33,74.78,14444.87,79.47,2.53,0.0
2928,6015.5,3191.89,8.94,74.84,11159.0,55.4,2.08,0.0
2929,5984.28,3300.27,8.94,76.9,10843.66,54.42,2.03,0.0
2930,6076.0,3095.52,9.33,73.52,14305.44,76.94,2.52,0.0
2931,6022.09,3252.0,8.84,76.54,10442.49,77.51,1.97,0.0
2932,6020.5,3550.05,8.93,78.74,11406.65,51.73,2.13,0.0
2933,6105.5,3109.97,8.84,75.16,10774.55,54.35,1.99,1.0
2934,6128.34,2689.07,9.33,69.95,15038.12,71.93,2.62,0.0
2935,6023.94,3891.36,8.72,77.0,10383.75,52.65,1.97,0.0
2936,6099.5,2834.95,9.33,70.97,14603.26,80.17,2.56,0.0
2937,6142.23,2691.34,9.03,70.22,14716.94,87.06,2.66,0.0
2938,6008.7,3205.68,8.92,74.89,11139.77,54.44,2.08,0.0
2939,5981.5,3465.38,8.87,78.34,11233.68,72.84,2.09,0.0
2940,6072.29,3076.51,9.33,73.7,14074.76,78.31,2.47,0.0
2941,6139.49,3106.26,8.91,81.3,12063.8,66.03,2.2,0.0
2942,5973.69,3760.68,9.34,75.44,13174.92,78.48,2.36,0.0
2943,6105.0,3107.36,8.84,75.37,10764.27,55.99,2.01,1.0
2944,6107.73,3678.98,8.78,77.49,10889.18,69.75,2.03,0.0
2945,5965.68,2185.68,8.44,76.22,11246.72,41.99,2.22,0.0
2947,5964.73,3194.25,8.87,74.77,10924.53,50.93,2.06,0.0
2949,5856.56,3427.13,8.7,74.13,11606.24,66.38,2.26,0.0
2950,6053.38,3896.76,8.93,77.98,10860.79,82.0,2.01,0.0
2951,5916.51,2244.17,8.03,78.14,10413.62,35.87,2.19,0.0
2952,6066.13,3306.01,8.73,77.26,10850.35,63.62,2.06,0.0
2953,5761.04,4211.59,8.78,84.04,9909.74,45.82,1.95,0.0
2954,5981.5,3450.14,8.88,78.0,11198.22,73.13,2.11,0.0
2955,6077.66,3061.96,9.33,73.21,14238.36,78.26,2.52,0.0
2956,5857.5,2711.42,8.93,70.14,12297.39,69.22,2.34,0.0
2957,6022.36,3333.15,8.83,76.54,10396.49,76.84,1.97,0.0
2958,6150.5,3503.37,9.33,74.71,14494.23,79.32,2.53,0.0
2960,6004.97,4423.59,8.96,81.45,11044.68,46.57,2.04,0.0
2961,6021.69,3440.8,9.01,78.16,13342.07,56.92,2.46,0.0
2962,6114.85,3083.08,8.84,75.14,10808.66,59.17,2.01,1.0
2963,6062.61,3364.47,8.93,77.95,11774.9,39.1,2.17,0.0
2964,6106.94,3598.15,8.94,77.05,11729.13,83.5,2.15,0.0
2965,5983.46,3357.56,8.65,78.16,10802.36,42.65,2.09,0.0
2966,6011.84,3432.38,9.01,78.11,13259.13,56.51,2.44,0.0
2967,5994.27,3019.76,8.94,75.93,11132.99,50.31,2.07,0.0
2968,6058.54,3480.67,9.33,74.91,13843.26,81.5,2.44,0.0
2969,6008.5,3200.65,8.93,74.86,11104.73,55.17,2.07,0.0
2970,6056.16,3530.52,9.33,74.81,13857.99,81.23,2.45,0.0
2971,6085.5,3411.69,9.33,73.25,13933.78,78.49,2.47,0.0
2973,6008.5,3195.84,8.94,75.26,11068.91,55.0,2.06,0.0
2974,6064.84,3340.46,8.94,79.19,11817.78,39.05,2.19,0.0
2975,6014.23,2918.95,9.03,70.0,13364.22,60.64,2.47,0.0
2976,6097.69,3087.16,8.83,75.02,10731.45,58.39,1.97,1.0
2977,6125.6,2910.9,9.13,69.54,14382.61,65.46,2.58,0.0
2978,5921.11,3403.66,8.71,73.5,11974.2,70.24,2.32,0.0
2979,6084.81,3483.69,9.34,75.08,13845.45,79.89,2.45,0.0
2980,6089.14,3180.59,8.72,74.18,11799.46,50.09,2.22,0.0
2981,6008.5,3225.34,8.94,75.18,11072.22,54.59,2.06,0.0
2982,6069.45,3104.68,9.33,73.32,14219.18,78.15,2.51,0.0
2983,6034.36,3541.5,8.92,79.35,11553.45,52.38,2.14,0.0
2984,6100.24,2974.22,8.63,76.57,10608.88,53.78,2.02,0.0
2985,6196.53,4079.96,8.61,76.83,12018.32,38.87,2.24,0.0
2986,6137.51,3107.87,8.91,78.5,12035.6,66.36,2.19,0.0
2987,6050.93,3296.64,8.94,77.76,11796.21,42.82,2.17,0.0
2988,6111.31,3390.32,9.34,73.11,14360.49,78.88,2.5,0.0
2989,5971.19,3024.61,9.33,73.13,13511.0,81.95,2.44,0.0
2990,6105.5,3086.79,8.83,75.07,10795.79,55.16,2.0,1.0
2991,6063.68,3380.25,9.33,72.66,13927.45,77.58,2.45,0.0
2992,5760.0,3951.25,8.78,82.04,9911.33,46.16,1.97,0.0
2993,5917.34,3425.63,8.7,74.06,12076.38,70.89,2.34,0.0
2994,6142.55,2678.63,9.03,70.3,14702.13,87.12,2.66,0.0
2995,6103.5,3097.77,8.84,74.85,10753.64,55.36,1.98,1.0
2996,6030.34,3555.95,8.92,79.23,11536.78,52.73,2.14,0.0
2997,6040.34,3522.2,8.92,79.13,11588.06,52.95,2.15,0.0
2998,5979.61,3309.81,8.94,76.73,10832.45,54.69,2.03,0.0
2999,5959.42,3198.27,8.87,74.87,10787.56,49.83,2.05,0.0
3000,6150.18,3498.42,9.33,74.72,14508.0,79.07,2.52,0.0
3001,5791.0,2831.74,8.59,79.94,9254.04,71.59,1.86,0.0
3002,6089.5,3536.32,9.34,74.72,13932.93,79.7,2.45,0.0
3003,5982.0,3348.94,8.65,78.02,10781.17,43.02,2.1,0.0
3004,6142.01,2823.68,9.33,71.21,15046.7,80.12,2.63,0.0
3005,5917.39,3395.05,8.7,74.26,11957.76,70.49,2.33,0.0
3006,6101.5,3231.41,8.72,73.8,11831.64,50.17,2.23,0.0
3008,6033.52,3513.91,9.33,74.82,13824.53,73.96,2.46,0.0
3009,5941.69,3279.91,9.33,74.74,13142.26,65.82,2.37,0.0
